source,page,index,title,conf,review,ocr_raw,alt_title,y0,y1,x0,x1,current_file
AGJ.pdf,10,3,ALABAMA JUBILEE,0.92,,LARAMAJUBLEE,ALABAMA JUBILEE,1675,3396,0,2481,10_03_ALABAMA_JUBILEE.png
AGJ.pdf,11,1,ALABAMY BOUND,0.96,,PALABAMY OUN,ALABAMY BOUND,0,1168,0,2481,11_01_ALABAMY_BOUND.png
AGJ.pdf,11,2,ALEXANDER'S RAGTIME BAND,0.98,,ALEXAN DERSRAGTMEBAND,ALEXANDER'S RAGTIME BAND,1144,2404,0,2481,11_02_ALEXANDER_S_RAGTIME_BAND.png
AGJ.pdf,11,3,ALL ALONE,0.78,,LLLEALONE O,ALL ALONE,2380,3345,0,2481,11_03_ALL_ALONE.png
AGJ.pdf,12,1,ALICE BLUE GOWN,0.00,yes,,ALICE BLUE GOWN,0,1053,0,2481,12_01_ALICE_BLUE_GOWN.png
AGJ.pdf,12,2,ALL GOD'S CHILLUN GOT RHYTHM,0.80,,KLLGODSCHLLUNGOTRIYTHM,ALL GOD'S CHILLUN GOT RHYTHM,1029,2070,0,2481,12_02_ALL_GOD_S_CHILLUN_GOT_RHYTHM.png
AGJ.pdf,12,3,ALL I DO IS DREAM OF YOU,0.91,,LLDOSDREAMOFYOU,ALL I DO IS DREAM OF YOU,2172,3324,0,2481,12_03_ALL_I_DO_IS_DREAM_OF_YOU.png
AGJ.pdf,13,1,ALLIGATOR CRAWL,0.72,,LGAIOKCRAWL,ALLIGATOR CRAWL,0,1635,0,2481,13_01_ALLIGATOR_CRAWL.png
AGJ.pdf,13,2,ALL MY LIFE,0.62,,VLMYLFE,ALL MY LIFE,1611,2563,0,2481,13_02_ALL_MY_LIFE.png
AGJ.pdf,13,3,ALL OF ME,0.92,,LLOFME,ALL OF ME,2539,3429,0,2481,13_03_ALL_OF_ME.png
AGJ.pdf,14,1,ALL OF YOU,0.77,,OFYOU,ALL OF YOU,0,879,0,2481,14_01_ALL_OF_YOU.png
AGJ.pdf,14,2,ALL OR NOTHING AT ALL,0.79,,LLORNOWWNGATALL F,ALL OR NOTHING AT ALL,855,2622,0,2481,14_02_ALL_OR_NOTHING_AT_ALL.png
AGJ.pdf,14,3,ALL TOO SOON,0.15,yes,A,ALL TOO SOON,2598,3364,0,2481,14_03_ALL_TOO_SOON.png
AGJ.pdf,15,1,ALL THAT MEAT AND NO POTATOES,0.00,yes,,ALL THAT MEAT AND NO POTATOES,0,486,0,2481,15_01_ALL_THAT_MEAT_AND_NO_POTATOES.png
AGJ.pdf,15,2,ALL THE THINGS YOU ARE,0.94,,ALLTHETHNGSOUARE,ALL THE THINGS YOU ARE,462,1570,0,2481,15_02_ALL_THE_THINGS_YOU_ARE.png
AGJ.pdf,15,3,ALL THE WRONGS YOU'VE DONE TO ME,0.83,,LTHEWRONGSYOUVEDONETOMEOFALLTHEWRONGS,ALL THE WRONGS YOU'VE DONE TO ME,1546,1698,0,2481,15_03_ALL_THE_WRONGS_YOU_VE_DONE_TO_ME.png
AGJ.pdf,15,4,ALL THROUGH THE NIGHT,0.91,,ALLTHROUGHTHENGHT,ALL THROUGH THE NIGHT,1674,3465,0,2481,15_04_ALL_THROUGH_THE_NIGHT.png
AGJ.pdf,16,1,ALMOST LIKE BEING IN LOVE,1.00,,MM,ALMOST LIKE BEING IN LOVE,0,723,0,2481,16_01_ALMOST_LIKE_BEING_IN_LOVE.png
AGJ.pdf,16,2,ALONE,0.95,,ALONE,ALONE,699,1467,0,2481,16_02_ALONE.png
AGJ.pdf,16,3,ALONE TOGETHER,1.00,,A,ALONE TOGETHER,1443,2469,0,2481,16_03_ALONE_TOGETHER.png
AGJ.pdf,16,4,"ALL RIGHT, OKAY, YOU WIN",0.00,yes,ALRGHTOKAYYOUWN OO,"ALL RIGHT, OKAY, YOU WIN",2445,3424,0,2481,16_04_ALL_RIGHT_OKAY_YOU_WIN.png
AGJ.pdf,17,1,ALWAYS,0.00,yes,,ALWAYS,0,883,0,2481,17_01_ALWAYS.png
AGJ.pdf,17,2,AMAPOLA,0.00,yes,J AMAPOLA,AMAPOLA (PRETTY LITTLE POPPY),859,1798,0,2481,17_02_AMAPOLA.png
AGJ.pdf,17,3,AMERICAN PATROL,0.89,,AMERCANPATROL,AMERICAN PATROL,1774,3243,0,2481,17_03_AMERICAN_PATROL.png
AGJ.pdf,18,1,AM I BLUE,0.00,yes,,AM I BLUE,0,1150,0,2481,18_01_AM_I_BLUE.png
AGJ.pdf,18,2,AMONG MY SOUVENIRS,0.97,,AMONGMYSOUVENRS,AMONG MY SOUVENIRS,1126,2107,0,2481,18_02_AMONG_MY_SOUVENIRS.png
AGJ.pdf,18,3,ANCHORS AWEIGH,0.90,,ANCHORSAWEGE,ANCHORS AWEIGH,2083,3429,0,2481,18_03_ANCHORS_AWEIGH.png
AGJ.pdf,19,1,AND THE ANGELS SING,0.12,yes,L,AND THE ANGELS SING,0,1077,0,2481,19_01_AND_THE_ANGELS_SING.png
AGJ.pdf,19,2,ANGEL EYES,0.46,yes,BI,ANGEL EYES,1053,1807,0,2481,19_02_ANGEL_EYES.png
AGJ.pdf,19,3,ANGRY,1.00,,ANGRY,ANGRY,1783,3234,0,2481,19_03_ANGRY.png
AGJ.pdf,20,1,ANNIE LAURIE,0.00,yes,A,ANNIE LAURIE,0,1090,0,2481,20_01_ANNIE_LAURIE.png
AGJ.pdf,20,2,ANYTHING GOES,0.90,,ANYTHNGGQOES I,ANYTHING GOES,1353,2251,0,2481,20_02_ANYTHING_GOES.png
AGJ.pdf,20,3,APEX BLUES,0.76,,APEXALUES,APEX BLUES (BUMP IT),2227,3340,0,2481,20_03_APEX_BLUES.png
AGJ.pdf,21,1,APRIL IN PARIS,0.42,yes,PKLPAKO,APRIL IN PARIS,0,858,0,2481,21_01_APRIL_IN_PARIS.png
AGJ.pdf,21,2,APRIL SHOWERS,0.25,yes,RLSHOWERS O,APRIL SHOWERS,834,1821,0,2481,21_02_APRIL_SHOWERS.png
AGJ.pdf,21,3,ARKANSAS BLUES,0.00,yes,KANSASBLUES,ARKANSAS BLUES,1797,2508,0,2481,21_03_ARKANSAS_BLUES.png
AGJ.pdf,21,4,ASK ME NOW,0.00,yes,,ASK ME NOW,2484,3444,0,2481,21_04_ASK_ME_NOW.png
AGJ.pdf,22,1,AS LONG AS I LIVE,0.00,yes,,AS LONG AS I LIVE,0,750,0,2481,22_01_AS_LONG_AS_I_LIVE.png
AGJ.pdf,22,2,AS TIME GOES BY,0.80,,FBRT I,AS TIME GOES BY,726,1986,0,2481,22_02_AS_TIME_GOES_BY.png
AGJ.pdf,22,3,AT A GEORGIA CAMP MEETING,0.92,,ATAGEORGACAMPMEETNG,AT A GEORGIA CAMP MEETING,1962,3406,0,2481,22_03_AT_A_GEORGIA_CAMP_MEETING.png
AGJ.pdf,23,1,ATLANTA BLUES,0.62,,LANTABLUESAPUTN,ATLANTA BLUES (MAKE ME A PALLET ON THE FLOOR),9,852,0,2481,23_01_ATLANTA_BLUES.png
AGJ.pdf,23,2,AT LAST,0.00,yes,LAST,AT LAST,828,1677,0,2481,23_02_AT_LAST.png
AGJ.pdf,23,3,AT LONG LAST LOVE,0.92,,LONGLASTLOVE,AT LONG LAST LOVE,1653,2652,0,2481,23_03_AT_LONG_LAST_LOVE.png
AGJ.pdf,24,1,AT THE DARKTOWN STRUTTER'S BALL,0.00,yes,,AT THE DARKTOWN STRUTTER'S BALL,0,700,0,2481,24_01_AT_THE_DARKTOWN_STRUTTER_S_BALL.png
AGJ.pdf,24,2,AT THE JAZZ BAND BALL,0.76,,AT THE ARKTOWN STRUTTER SPALL DARKTOWNSTQUTTERC,AT THE JAZZ BAND BALL,676,1591,0,2481,24_02_AT_THE_JAZZ_BAND_BALL.png
AGJ.pdf,24,3,AUNT HAGAR'S,0.74,,AUNTWAGARSBLUES,AUNT HAGAR'S (CHILDREN) BLUES,1567,3448,0,2481,24_03_AUNT_HAGAR_S.png
AGJ.pdf,25,1,AUTUMN IN NEW YORK,0.79,,AUTUMNTREWYORK,AUTUMN IN NEW YORK,0,919,0,2481,25_01_AUTUMN_IN_NEW_YORK.png
AGJ.pdf,25,2,AUTUMN LEAVES,0.71,,MAWTUMNLEAVESCFEULLESMTESY,AUTUMN LEAVES,895,2286,0,2481,25_02_AUTUMN_LEAVES.png
AGJ.pdf,25,3,AVALON,0.44,yes,LOL,AVALON,2262,3429,0,2481,25_03_AVALON.png
AGJ.pdf,26,1,AUTUMN NOCTURNE,0.91,,AUTUMNROCTURTE R,AUTUMN NOCTURNE,6,1129,0,2481,26_01_AUTUMN_NOCTURNE.png
AGJ.pdf,26,2,AZURE,1.00,,AZURE,AZURE,1105,2220,0,2481,26_02_AZURE.png
AGJ.pdf,26,3,AIN'T SHE SWEET,0.92,,ANTSHESWEET I,AIN'T SHE SWEET,2196,3286,0,2481,26_03_AIN_T_SHE_SWEET.png
AGJ.pdf,27,1,BABY,0.94,,BABY PEL,BABY,0,1065,0,2481,27_01_BABY.png
AGJ.pdf,27,2,BABY BROWN,0.89,,QABYBROWN,BABY BROWN,1041,1719,0,2481,27_02_BABY_BROWN.png
AGJ.pdf,27,3,BABY FACE,0.88,,AABYFACE,BABY FACE,1695,3298,0,2481,27_03_BABY_FACE.png
AGJ.pdf,28,1,BABY IT'S COLD OUTSIDE,0.43,yes,PA COLUUUIU,BABY IT'S COLD OUTSIDE,0,1002,0,2481,28_01_BABY_IT_S_COLD_OUTSIDE.png
AGJ.pdf,28,2,BABY WON'T YOU PLEASE COME HOME,0.88,,BABYWONTYOUPLEASECOMEWOME,BABY WON'T YOU PLEASE COME HOME,978,2580,0,2481,28_02_BABY_WON_T_YOU_PLEASE_COME_HOME.png
AGJ.pdf,28,3,BACK BAY SHUFFLE,0.86,,SACKBAYSWUFFLE,BACK BAY SHUFFLE,2556,3222,0,2481,28_03_BACK_BAY_SHUFFLE.png
AGJ.pdf,29,1,BACK IN YOUR OLD BACKYARD,0.09,yes,H,BACK IN YOUR OLD BACKYARD,0,1131,0,2481,29_01_BACK_IN_YOUR_OLD_BACKYARD.png
AGJ.pdf,29,2,BACK WATER BLUES,1.00,,BACKWATERBLUES,BACK WATER BLUES,1107,1389,0,2481,29_02_BACK_WATER_BLUES.png
AGJ.pdf,29,3,BALLIN' THE JACK,0.00,yes,BAGSGROOVE,BALLIN' THE JACK,1365,2550,0,2481,29_03_BALLIN_THE_JACK.png
AGJ.pdf,29,4,BARBADOS,1.00,,RARBADAS,BARBADOS,2526,3219,0,2481,29_04_BARBADOS.png
AGJ.pdf,30,1,BALTIMORE,0.47,yes,,BALTIMORE,0,1363,0,2481,30_01_BALTIMORE.png
AGJ.pdf,30,2,BASIN' STREET BLUES,0.97,,BASNSTREETBLUES,BASIN' STREET BLUES,1437,2512,0,2481,30_02_BASIN_STREET_BLUES.png
AGJ.pdf,30,3,BATTLE HYMN OF THE REPUBLIC,0.77,,SATTLEWYMNOFTHEREPUBLC,BATTLE HYMN OF THE REPUBLIC (GLORY HALLELUJAH),2488,3321,0,2481,30_03_BATTLE_HYMN_OF_THE_REPUBLIC.png
AGJ.pdf,31,1,"BAUBLES, BANGLES AND BEADS",0.36,yes,OOLC DANULEQAIIUOLKAUS O,"BAUBLES, BANGLES AND BEADS",0,964,0,2481,31_01_BAUBLES_BANGLES_AND_BEADS.png
AGJ.pdf,31,2,BEALE STREET BLUES,0.77,,BEALESTREETLUES,BEALE STREET BLUES,940,2040,0,2481,31_02_BEALE_STREET_BLUES.png
AGJ.pdf,31,3,BEALE STREET MAMA,0.93,,SEALESTREETMAMA,BEALE STREET MAMA,2016,3447,0,2481,31_03_BEALE_STREET_MAMA.png
AGJ.pdf,32,1,BEAUTIFUL LOVE,0.00,yes,EAN KOOJACK,BEAUTIFUL LOVE,0,1336,0,2481,32_01_BEAUTIFUL_LOVE.png
AGJ.pdf,32,2,BE BOP,0.29,yes,EEB,BE BOP,1312,1971,0,2481,32_02_BE_BOP.png
AGJ.pdf,33,1,BECAUSE OF YOU,0.67,,OFJOU,BECAUSE OF YOU,0,840,0,2481,33_01_BECAUSE_OF_YOU.png
AGJ.pdf,33,2,BEGIN THE BEGUINE,0.90,,BEGNTHEBEGUNE,BEGIN THE BEGUINE,816,3330,0,2481,33_02_BEGIN_THE_BEGUINE.png
AGJ.pdf,34,1,BEI MIR BIST DU SCHOEN,0.69,,BEMRBSTDUSCHOEN,BEI MIR BIST DU SCHOEN (MEANS THAT YOU'RE GRAND),4,1039,0,2481,34_01_BEI_MIR_BIST_DU_SCHOEN.png
AGJ.pdf,34,2,"BELIEVE IT, BELOVED",0.87,,SELEVETBELOVED,"BELIEVE IT, BELOVED",1015,1683,0,2481,34_02_BELIEVE_IT_BELOVED.png
AGJ.pdf,34,3,BEMSHA SWING,0.86,,PEMSHASWNG,BEMSHA SWING,1659,2253,0,2481,34_03_BEMSHA_SWING.png
AGJ.pdf,34,4,BE MY LOVE,0.88,,LEMYLOVE,BE MY LOVE,2229,3292,0,2481,34_04_BE_MY_LOVE.png
AGJ.pdf,35,1,BERNIE'S TUNE,0.43,yes,DEKIIEO IUIIE,BERNIE'S TUNE,0,505,0,2481,35_01_BERNIE_S_TUNE.png
AGJ.pdf,35,2,BESAME MUCHO,0.83,,RESAMEMIITHOA,BESAME MUCHO (KISS ME MUCH),481,1323,0,2481,35_02_BESAME_MUCHO.png
AGJ.pdf,35,3,BESSIE COULDN'T HELP IT,0.94,,BESSECOULDNTHELPT,BESSIE COULDN'T HELP IT,1299,2206,0,2481,35_03_BESSIE_COULDN_T_HELP_IT.png
AGJ.pdf,35,4,"BEST THINGS IN LIFE ARE FREE, THE",0.70,,T BEDI TANGSNLFEAREFREE,"BEST THINGS IN LIFE ARE FREE, THE",2182,3342,0,2481,35_04_BEST_THINGS_IN_LIFE_ARE_FREE_THE.png
AGJ.pdf,36,1,BETWEEN THE DEVIL AND THE DEEP BLUE SEA,0.36,yes,BLUE I,BETWEEN THE DEVIL AND THE DEEP BLUE SEA,0,1284,0,2481,36_01_BETWEEN_THE_DEVIL_AND_THE_DEEP_BLUE_SEA.png
AGJ.pdf,36,2,BEWITCHED,0.61,,BEWTCHEDTABEWLOERED,BEWITCHED (BOTHERED AND BEWILDERED),1260,2235,0,2481,36_02_BEWITCHED.png
AGJ.pdf,36,3,BEYOND THE BLUE HORIZON,0.97,,BEYONDTHEBLUEHORZON,BEYOND THE BLUE HORIZON,2211,3237,0,2481,36_03_BEYOND_THE_BLUE_HORIZON.png
AGJ.pdf,37,1,BIDIN' MY TIME,0.00,yes,,BIDIN' MY TIME,0,336,0,1654,37_01_BIDIN_MY_TIME.png
AGJ.pdf,37,2,BIG BUTTER AND EGG MAN,0.78,,FL,BIG BUTTER AND EGG MAN (I WANT),312,1315,0,1654,37_02_BIG_BUTTER_AND_EGG_MAN.png
AGJ.pdf,37,3,BIG NOISE FROM WINNETKA,0.86,,BRGNOSEFROMWHNETKA,BIG NOISE FROM WINNETKA,1291,2245,0,1654,37_03_BIG_NOISE_FROM_WINNETKA.png
AGJ.pdf,38,1,BILL BAILEY,0.53,yes,BLLBALEY,BILL BAILEY (WON'T YOU PLEASE COME HOME) . 38 BILLIE'S BOUNCE,6,1234,0,1654,38_01_BILL_BAILEY.png
AGJ.pdf,38,2,BIRDS FEATHERS,0.67,,BRDFEATHERSSLY,BIRDS FEATHERS (SHOURPHOLOGY),1210,1630,0,1654,38_02_BIRDS_FEATHERS.png
AGJ.pdf,38,3,BILLY BOY,0.75,,ALUBOY,BILLY BOY,1606,2261,0,1654,38_03_BILLY_BOY.png
AGJ.pdf,39,1,BIRKS WORKS,0.27,yes,L DKROWUKBK,BIRKS WORKS,0,350,0,1654,39_01_BIRKS_WORKS.png
AGJ.pdf,39,2,BIRTH OF THE BLUES,0.90,,BRIHOFTHEBLUES,BIRTH OF THE BLUES,326,1084,0,1654,39_02_BIRTH_OF_THE_BLUES.png
AGJ.pdf,39,3,BLACK AND TAN FANTASY,1.00,,BLACKANDTANFANTASY,BLACK AND TAN FANTASY,1060,2143,0,1654,39_03_BLACK_AND_TAN_FANTASY.png
AGJ.pdf,40,1,BLACK AND BLUE,0.73,,BLALKANDBLUE,BLACK AND BLUE (WHAT DID I DO TO BE SO),0,631,0,1654,40_01_BLACK_AND_BLUE.png
AGJ.pdf,40,2,BLACK BEAUTY,0.83,,BLACKBEAUTYFTER,BLACK BEAUTY (FIREWATER),607,1465,0,1654,40_02_BLACK_BEAUTY.png
AGJ.pdf,40,3,BLACK SNAKE BLUES,0.93,,ACKSNAKEBLUES,BLACK SNAKE BLUES,1441,2132,0,1654,40_03_BLACK_SNAKE_BLUES.png
AGJ.pdf,41,1,BLACK BOTTOM,0.00,yes,ES,BLACK BOTTOM,0,923,0,1654,41_01_BLACK_BOTTOM.png
AGJ.pdf,41,2,BLACK BOTTOM STOMP,1.00,,BLACKBOTIOMSTOMP,BLACK BOTTOM STOMP,899,1972,0,1654,41_02_BLACK_BOTTOM_STOMP.png
AGJ.pdf,42,1,BLACK COFFEE,0.91,,BLACK COFFEE,BLACK COFFEE,11,942,0,1654,42_01_BLACK_COFFEE.png
AGJ.pdf,42,2,BLAME IT ON MY YOUTH,0.94,,BLAMETONMYYOUTH I,BLAME IT ON MY YOUTH,918,2148,0,1654,42_02_BLAME_IT_ON_MY_YOUTH.png
AGJ.pdf,42,3,BLUE,0.00,yes,LL BE,BLUE (AND BROKEN HEARTED),2124,2193,0,1654,42_03_BLUE.png
AGJ.pdf,43,1,BLAME IT ON THE BLUES,0.94,,BLAME ONTHEBLUES,BLAME IT ON THE BLUES,0,1062,0,1654,43_01_BLAME_IT_ON_THE_BLUES.png
AGJ.pdf,43,2,BLOWING BUBBLES,0.72,,BLOWNGBUBBLES IMFOREVERBLOWTNGBUBBLES,BLOWING BUBBLES,1038,1148,0,1654,43_02_BLOWING_BUBBLES.png
AGJ.pdf,43,3,BLUE AGAIN,0.85,,L BLUEAGA,BLUE AGAIN,1124,1477,0,1654,43_03_BLUE_AGAIN.png
AGJ.pdf,43,4,BLUE AND SENTIMENTAL,0.97,,BLUEANDSENTMENTAL,BLUE AND SENTIMENTAL,1453,1839,0,1654,43_04_BLUE_AND_SENTIMENTAL.png
AGJ.pdf,43,5,BLUE CONCEPT,0.95,,EE,BLUE CONCEPT,1815,2272,0,1654,43_05_BLUE_CONCEPT.png
AGJ.pdf,44,1,BLUE BECAUSE OF YOU,0.12,yes,L,BLUE BECAUSE OF YOU,0,464,0,1654,44_01_BLUE_BECAUSE_OF_YOU.png
AGJ.pdf,44,2,BLUEBERRY HILL,0.96,,BLUEBERRYHLL,BLUEBERRY HILL,440,1030,0,1654,44_02_BLUEBERRY_HILL.png
AGJ.pdf,44,3,BLUE CHAMPAGNE,0.63,,AVA VA,BLUE CHAMPAGNE,1006,1702,0,1654,44_03_BLUE_CHAMPAGNE.png
AGJ.pdf,44,4,BLUE INTERLUDE,0.80,,SLUEATERLUDE,BLUE INTERLUDE,1678,2262,0,1654,44_04_BLUE_INTERLUDE.png
AGJ.pdf,45,1,BLUE LOU,0.86,,BLUELUU,BLUE LOU,0,499,0,1654,45_01_BLUE_LOU.png
AGJ.pdf,45,2,BLUE MONK,0.94,,BLUEMONK,BLUE MONK,475,684,0,1654,45_02_BLUE_MONK.png
AGJ.pdf,45,3,BLUE MOON,0.88,,BLUEMODN,BLUE MOON,660,1330,0,1654,45_03_BLUE_MOON.png
AGJ.pdf,45,4,BLUE N' BOOGIE,0.86,,BLUENBOOGE,BLUE N' BOOGIE,1306,1495,0,1654,45_04_BLUE_N_BOOGIE.png
AGJ.pdf,45,5,BLUE ORCHIDS,0.53,yes,BLUEORCH Y,BLUE ORCHIDS,1471,2016,0,1654,45_05_BLUE_ORCHIDS.png
AGJ.pdf,46,1,BLUE PRELUDE,0.98,,BLUEPRELUDE L,BLUE PRELUDE,10,617,0,1654,46_01_BLUE_PRELUDE.png
AGJ.pdf,46,2,BLUE RIVER,0.94,,BLUERVER,BLUE RIVER,593,1632,0,1654,46_02_BLUE_RIVER.png
AGJ.pdf,46,3,BLUE ROOM,1.00,,BLUEROOM,BLUE ROOM,1608,2201,0,1654,46_03_BLUE_ROOM.png
AGJ.pdf,47,1,BLUESETTE,0.89,,BLUESETIE,BLUESETTE,0,1176,0,1654,47_01_BLUESETTE.png
AGJ.pdf,47,2,BLUES IN MY HEART,0.66,,MWBLUESNMYWEART,BLUES IN MY HEART (I'M LEFT WITH THE),1152,1853,0,1654,47_02_BLUES_IN_MY_HEART.png
AGJ.pdf,47,3,BLUES IN THE AIR,0.83,,BLUESTHEAR,BLUES IN THE AIR,1829,2264,0,1654,47_03_BLUES_IN_THE_AIR.png
AGJ.pdf,48,1,BLUES IN THIRDS,0.00,yes,,BLUES IN THIRDS,0,1186,0,1654,48_01_BLUES_IN_THIRDS.png
AGJ.pdf,48,2,BLUE SKIES,0.65,,CAUTONBLUES,BLUE SKIES,1162,1615,0,1654,48_02_BLUE_SKIES.png
AGJ.pdf,48,3,BLUES MARCH,0.17,yes,TT,BLUES MARCH,1591,2220,0,1654,48_03_BLUES_MARCH.png
AGJ.pdf,49,1,BLUES MY NAUGHTY,0.00,yes,,BLUES MY NAUGHTY (SWEETIE GIVES TO ME),0,546,0,1654,49_01_BLUES_MY_NAUGHTY.png
AGJ.pdf,49,2,BLUE TURNING GREY OVER YOU,0.95,,BLUETURNNGGREYOVERYOU,BLUE TURNING GREY OVER YOU,522,1053,0,1654,49_02_BLUE_TURNING_GREY_OVER_YOU.png
AGJ.pdf,49,3,BLUIN' THE BLUES,0.92,,P,BLUIN' THE BLUES,1029,2237,0,1654,49_03_BLUIN_THE_BLUES.png
AGJ.pdf,50,1,BODY AND SOUL,0.00,yes,BLUESOLOGY,BODY AND SOUL,0,648,0,1654,50_01_BODY_AND_SOUL.png
AGJ.pdf,50,2,BOHEMIA AFTER DARK,0.90,,BOWEMAAFTERDARK,BOHEMIA AFTER DARK,683,1368,0,1654,50_02_BOHEMIA_AFTER_DARK.png
AGJ.pdf,50,3,BOPLICITY,0.00,yes,M,BOPLICITY,1344,2263,0,1654,50_03_BOPLICITY.png
AGJ.pdf,51,1,BORN TO BE BLUE,0.65,,BORNIUDEDLUE T,BORN TO BE BLUE,0,493,0,1654,51_01_BORN_TO_BE_BLUE.png
AGJ.pdf,51,2,BOULEVARD OF BROKEN DREAMS,0.87,,BOULEVARDOFBROKENDREAMS T,BOULEVARD OF BROKEN DREAMS (GIGOLO & GIGOLETTE),469,1040,0,1654,51_02_BOULEVARD_OF_BROKEN_DREAMS.png
AGJ.pdf,51,3,BOUNCING WITH BUD,0.00,yes,V,BOUNCING WITH BUD,1016,1904,0,1654,51_03_BOUNCING_WITH_BUD.png
AGJ.pdf,51,4,BOURBON STREET PARADE,0.10,yes,JB,BOURBON STREET PARADE,1880,1949,0,1654,51_04_BOURBON_STREET_PARADE.png
AGJ.pdf,52,1,BOY,0.61,,BDY HEXTDDOOR,"BOY (THE GIRL) NEXT DOOR, THE",0,572,0,1654,52_01_BOY.png
AGJ.pdf,52,2,"BREEZE AND I, THE",0.91,,BREEZEAND,"BREEZE AND I, THE",548,1208,0,1654,52_02_BREEZE_AND_I_THE.png
AGJ.pdf,52,3,BREEZIN' ALONG WITH THE BREEZE,0.92,,BREEZNALONGWTHTWEBREEZE,BREEZIN' ALONG WITH THE BREEZE,1184,1913,0,1654,52_03_BREEZIN_ALONG_WITH_THE_BREEZE.png
AGJ.pdf,52,4,BROADWAY,0.88,,RROADWAY,BROADWAY,1889,2287,0,1654,52_04_BROADWAY.png
AGJ.pdf,53,1,BROTHER CAN YOU SPARE A DIME,0.87,,F BROTHERCAMWOUSPAREADME,BROTHER CAN YOU SPARE A DIME,0,595,0,1654,53_01_BROTHER_CAN_YOU_SPARE_A_DIME.png
AGJ.pdf,53,2,BROWN SUGAR,0.00,yes,BROWNSUGAR,BROWN SUGAR,571,1745,0,1654,53_02_BROWN_SUGAR.png
AGJ.pdf,53,3,BUCKET'S GOT A HOLE IN IT,0.69,,O,BUCKET'S GOT A HOLE IN IT,1721,1840,0,1654,53_03_BUCKET_S_GOT_A_HOLE_IN_IT.png
AGJ.pdf,53,4,BUDDY BOLDEN'S BLUES,0.88,,URUDYBOLDENSBLUES,BUDDY BOLDEN'S BLUES,1816,2243,0,1654,53_04_BUDDY_BOLDEN_S_BLUES.png
AGJ.pdf,54,1,BUDDY'S HABITS,0.96,,BUDOYSHARTS,BUDDY'S HABITS,0,1493,0,1654,54_01_BUDDY_S_HABITS.png
AGJ.pdf,54,2,BUDO,0.47,yes,SUDOC,BUDO (HALLUCINATIONS),1469,2191,0,1654,54_02_BUDO.png
AGJ.pdf,54,3,BUD'S BUBBLE,0.00,yes,,BUD'S BUBBLE,2167,2236,0,1654,54_03_BUD_S_BUBBLE.png
AGJ.pdf,55,1,BUGLE BOY MARCH,0.80,,BUGLEBOTMARCHCAHERTCANSOLDIEQD,BUGLE BOY MARCH (AMERICAN SOLDIER),0,1068,0,1654,55_01_BUGLE_BOY_MARCH.png
AGJ.pdf,55,2,BUGLE CALL RAG,0.96,,BUGLECALLRAG,BUGLE CALL RAG,1044,1649,0,1654,55_02_BUGLE_CALL_RAG.png
AGJ.pdf,55,3,BUTTON UP YOUR OVERCOAT,1.00,,QRUITTA VAT,BUTTON UP YOUR OVERCOAT,1625,2250,0,1654,55_03_BUTTON_UP_YOUR_OVERCOAT.png
AGJ.pdf,56,1,BUT BEAUTIFUL,0.90,,BUTBEAUTFUL,BUT BEAUTIFUL,0,670,0,1654,56_01_BUT_BEAUTIFUL.png
