source,page,index,title,conf,review,ocr_raw,alt_title,y0,y1,x0,x1,current_file
AGJ.pdf,21,1,APRIL IN PARIS,0.42,yes,PKLPAKO,APRIL IN PARIS,0,895,0,2481,21_01_APRIL_IN_PARIS.png
AGJ.pdf,21,2,APRIL SHOWERS,0.25,yes,R LSHOWERS O,APRIL SHOWERS,871,1812,0,2481,21_02_APRIL_SHOWERS.png
AGJ.pdf,21,3,ARKANSAS BLUES,0.00,yes,KANSASBLUES,ARKANSAS BLUES,1788,2628,0,2481,21_03_ARKANSAS_BLUES.png
AGJ.pdf,21,4,ASK ME NOW,0.00,yes,KENOW,ASK ME NOW,2604,3447,0,2481,21_04_ASK_ME_NOW.png
AGJ.pdf,22,1,AS LONG AS I LIVE,0.00,yes,,AS LONG AS I LIVE,0,877,0,2481,22_01_AS_LONG_AS_I_LIVE.png
AGJ.pdf,22,2,AS TIME GOES BY,0.91,,ASMEGOESBY,AS TIME GOES BY,853,1981,0,2481,22_02_AS_TIME_GOES_BY.png
AGJ.pdf,22,3,AT A GEORGIA CAMP MEETING,0.92,,AAGEORGACAMPMEETNG,AT A GEORGIA CAMP MEETING,1953,3408,0,2481,22_03_AT_A_GEORGIA_CAMP_MEETING.png
AGJ.pdf,23,1,ATLANTA BLUES,0.62,,LANTABLUESAPUTN,ATLANTA BLUES (MAKE ME A PALLET ON THE FLOOR),9,906,0,2481,23_01_ATLANTA_BLUES.png
AGJ.pdf,23,2,AT LAST,0.29,yes,LU,AT LAST,882,1714,0,2481,23_02_AT_LAST.png
AGJ.pdf,23,3,AT LONG LAST LOVE,0.85,,LONGLASTLOVE,AT LONG LAST LOVE,1690,2680,0,2481,23_03_AT_LONG_LAST_LOVE.png
AGJ.pdf,23,4,AU PRIVATE,0.60,,PRVAVE,AU PRIVATE (APRES VOUS),2656,3241,0,2481,23_04_AU_PRIVATE.png
AGJ.pdf,24,1,AT THE DARKTOWN STRUTTER'S BALL,0.00,yes,,AT THE DARKTOWN STRUTTER'S BALL,0,709,0,2481,24_01_AT_THE_DARKTOWN_STRUTTER_S_BALL.png
AGJ.pdf,24,2,AT THE JAZZ BAND BALL,0.76,,AT THE A STRUTTERSBALL DARKTOWNSTQUTTERC,AT THE JAZZ BAND BALL,673,1600,0,2481,24_02_AT_THE_JAZZ_BAND_BALL.png
AGJ.pdf,24,3,AUNT HAGAR'S,0.70,,AUNTWAGARSBLUES,AUNT HAGAR'S (CHILDREN) BLUES,1564,3453,0,2481,24_03_AUNT_HAGAR_S.png
AGJ.pdf,25,1,AUTUMN IN NEW YORK,0.79,,AUTUMNTREWYORK,AUTUMN IN NEW YORK,0,910,0,2481,25_01_AUTUMN_IN_NEW_YORK.png
AGJ.pdf,25,2,AUTUMN LEAVES,0.71,,MAWTUMNLEAVESCFEULLESMTESY,AUTUMN LEAVES,886,2556,0,2481,25_02_AUTUMN_LEAVES.png
AGJ.pdf,25,3,AVALON,0.00,yes,AVALON,AVALON,2532,3433,0,2481,25_03_AVALON.png
AGJ.pdf,26,1,AUTUMN NOCTURNE,0.91,,AUTUMNROCTURTE R,AUTUMN NOCTURNE,6,1143,0,2481,26_01_AUTUMN_NOCTURNE.png
AGJ.pdf,26,2,AZURE,1.00,,AZURE,AZURE,1107,2211,0,2481,26_02_AZURE.png
AGJ.pdf,26,3,AIN'T SHE SWEET,0.92,,ANTSHESWEET I,AIN'T SHE SWEET,2187,3288,0,2481,26_03_AIN_T_SHE_SWEET.png
AGJ.pdf,27,1,BABY,0.94,,BABY PEL,BABY,0,1107,0,2481,27_01_BABY.png
AGJ.pdf,27,2,BABY BROWN,0.89,,BARY BROWN,BABY BROWN,1083,1710,0,2481,27_02_BABY_BROWN.png
AGJ.pdf,27,3,BABY FACE,0.88,,AABYFACE,BABY FACE,1686,3304,0,2481,27_03_BABY_FACE.png
AGJ.pdf,28,1,BABY IT'S COLD OUTSIDE,0.43,yes,PA COLUUUIU,BABY IT'S COLD OUTSIDE,0,993,0,2481,28_01_BABY_IT_S_COLD_OUTSIDE.png
AGJ.pdf,28,2,BABY WON'T YOU PLEASE COME HOME,0.88,,BABYWONTYOUPLEASECOMENOME,BABY WON'T YOU PLEASE COME HOME,969,2571,0,2481,28_02_BABY_WON_T_YOU_PLEASE_COME_HOME.png
AGJ.pdf,28,3,BACK BAY SHUFFLE,0.86,,SACKBAYSWUFFLE,BACK BAY SHUFFLE,2547,3222,0,2481,28_03_BACK_BAY_SHUFFLE.png
AGJ.pdf,29,1,BACK IN YOUR OLD BACKYARD,0.09,yes,H,BACK IN YOUR OLD BACKYARD,0,1144,0,2481,29_01_BACK_IN_YOUR_OLD_BACKYARD.png
AGJ.pdf,29,2,BACK WATER BLUES,1.00,,BACKWATERBLUES,BACK WATER BLUES,1108,1380,0,2481,29_02_BACK_WATER_BLUES.png
AGJ.pdf,29,3,BALLIN' THE JACK,0.00,yes,BAGSGROOVE,BALLIN' THE JACK,1356,2622,0,2481,29_03_BALLIN_THE_JACK.png
AGJ.pdf,29,4,BARBADOS,1.00,,BARBADOS,BARBADOS,2598,3220,0,2481,29_04_BARBADOS.png
AGJ.pdf,30,1,BALTIMORE,0.47,yes,,BALTIMORE,0,1366,0,2481,30_01_BALTIMORE.png
AGJ.pdf,30,2,BARNYARD BLUES,0.76,,PARNYARDBLUES LERSTABLEBLUES,BARNYARD BLUES,1339,1471,0,2481,30_02_BARNYARD_BLUES.png
AGJ.pdf,30,3,BACON STREET BLUES,0.90,,BASNSTREETBLUES,BACON STREET BLUES,1447,2397,0,2481,30_03_BACON_STREET_BLUES.png
AGJ.pdf,30,4,BASIN' STREET BLUES,0.00,yes,O GF,BASIN' STREET BLUES,2365,2521,0,2481,30_04_BASIN_STREET_BLUES.png
AGJ.pdf,30,5,BATTLE HYMN OF THE REPUBLIC,0.77,,SATTLEWYMNOFTHEREPUBLC,BATTLE HYMN OF THE REPUBLIC (GLORY HALLELUJAH),2497,3327,0,2481,30_05_BATTLE_HYMN_OF_THE_REPUBLIC.png
AGJ.pdf,31,1,"BAUBLES, BANGLES AND BEADS",0.36,yes,OOLC DANULEQAIIUOLKAUS O,"BAUBLES, BANGLES AND BEADS",0,961,0,2481,31_01_BAUBLES_BANGLES_AND_BEADS.png
AGJ.pdf,31,2,BEALE STREET BLUES,0.77,,BEALESTREETLUES,BEALE STREET BLUES,931,2049,0,2481,31_02_BEALE_STREET_BLUES.png
AGJ.pdf,31,3,BEALE STREET MAMA,0.93,,SEALESTREETMAMA Z,BEALE STREET MAMA,2017,3448,0,2481,31_03_BEALE_STREET_MAMA.png
AGJ.pdf,32,1,BEAU KOO JACK,0.00,yes,EAN KOOJACK,BEAU KOO JACK,0,1914,0,2481,32_01_BEAU_KOO_JACK.png
AGJ.pdf,32,2,BEAUTIFUL LOVE,0.88,,BEAUTFULLOVE A,BEAUTIFUL LOVE,1878,2761,0,2481,32_02_BEAUTIFUL_LOVE.png
AGJ.pdf,32,3,BE BOP,1.00,,,BE BOP,2737,3391,0,2481,32_03_BE_BOP.png
AGJ.pdf,33,1,BECAUSE OF YOU,0.67,,OFJOU,BECAUSE OF YOU,0,867,0,2481,33_01_BECAUSE_OF_YOU.png
AGJ.pdf,33,2,BEGIN THE BEGUINE,0.90,,BEGNTHEBEGUNE,BEGIN THE BEGUINE,843,3334,0,2481,33_02_BEGIN_THE_BEGUINE.png
AGJ.pdf,34,1,BEI MIR BIST DU SCHOEN,0.69,,BEMRBSTDUSCHOEN,BEI MIR BIST DU SCHOEN (MEANS THAT YOU'RE GRAND),4,1053,0,2481,34_01_BEI_MIR_BIST_DU_SCHOEN.png
AGJ.pdf,34,2,"BELIEVE IT, BELOVED",0.87,,SELEVETBELOVED,"BELIEVE IT, BELOVED",1027,1692,0,2481,34_02_BELIEVE_IT_BELOVED.png
AGJ.pdf,34,3,BEMSHA SWING,0.86,,PEMSHASWNG,BEMSHA SWING,1665,2256,0,2481,34_03_BEMSHA_SWING.png
AGJ.pdf,34,4,BE MY LOVE,0.88,,LEMYLOVE,BE MY LOVE,2220,3294,0,2481,34_04_BE_MY_LOVE.png
AGJ.pdf,35,1,BERNIE'S TUNE,0.43,yes,DEKIIEO IUIIE,BERNIE'S TUNE,0,585,0,2481,35_01_BERNIE_S_TUNE.png
AGJ.pdf,35,2,BESAME MUCHO,0.83,,BESAMEMUCHOKME,BESAME MUCHO (KISS ME MUCH),561,1318,0,2481,35_02_BESAME_MUCHO.png
AGJ.pdf,35,3,BESSIE COULDN'T HELP IT,0.94,,BESSECOULDNTHELPT,BESSIE COULDN'T HELP IT,1290,2203,0,2481,35_03_BESSIE_COULDN_T_HELP_IT.png
AGJ.pdf,35,4,"BEST THINGS IN LIFE ARE FREE, THE",0.70,,T BEST TANGSNLFEAREFREE,"BEST THINGS IN LIFE ARE FREE, THE",2173,3345,0,2481,35_04_BEST_THINGS_IN_LIFE_ARE_FREE_THE.png
AGJ.pdf,36,1,BETWEEN THE DEVIL AND THE DEEP BLUE SEA,0.31,yes,BLUE I,BETWEEN THE DEVIL AND THE DEEP BLUE SEA,0,1345,0,2481,36_01_BETWEEN_THE_DEVIL_AND_THE_DEEP_BLUE_SEA.png
AGJ.pdf,36,2,BEWITCHED,0.61,,DEWICHEDBOTHEREDANDBEWLDERED,BEWITCHED (BOTHERED AND BEWILDERED),1321,2248,0,2481,36_02_BEWITCHED.png
AGJ.pdf,36,3,BEYOND THE BLUE HORIZON,0.97,,BEYONDTHEBLUEHORZON,BEYOND THE BLUE HORIZON,2214,3373,0,2481,36_03_BEYOND_THE_BLUE_HORIZON.png
AGJ.pdf,37,1,BIDIN' MY TIME,0.00,yes,,BIDIN' MY TIME,0,380,0,1654,37_01_BIDIN_MY_TIME.png
AGJ.pdf,37,2,BIG BUTTER AND EGG MAN,0.82,,LH,BIG BUTTER AND EGG MAN (I WANT),348,1331,0,1654,37_02_BIG_BUTTER_AND_EGG_MAN.png
AGJ.pdf,37,3,BIG NOISE FROM WINNETKA,0.86,,RGNOSEFROMWNNETKA,BIG NOISE FROM WINNETKA,1301,2249,0,1654,37_03_BIG_NOISE_FROM_WINNETKA.png
AGJ.pdf,38,1,BILL BAILEY,0.53,yes,BLLBALEY,BILL BAILEY (WON'T YOU PLEASE COME HOME) . 38 BILLIE'S BOUNCE,6,1236,0,1654,38_01_BILL_BAILEY.png
AGJ.pdf,38,2,BIRDS FEATHERS,0.67,,BRDFEATHERSSLY,BIRDS FEATHERS (SHOURPHOLOGY),1204,1630,0,1654,38_02_BIRDS_FEATHERS.png
AGJ.pdf,38,3,BILLY BOY,0.75,,ALUBOY,BILLY BOY,1606,2262,0,1654,38_03_BILLY_BOY.png
AGJ.pdf,39,1,BIRKS WORKS,0.27,yes,L DKROWUKBK,BIRKS WORKS,0,354,0,1654,39_01_BIRKS_WORKS.png
AGJ.pdf,39,2,BIRTH OF THE BLUES,0.77,,BRIHOFTHEBLUES,BIRTH OF THE BLUES,322,1100,0,1654,39_02_BIRTH_OF_THE_BLUES.png
AGJ.pdf,39,3,BLACK AND TAN FANTASY,1.00,,BLACKANDTANFANTASY,BLACK AND TAN FANTASY,1075,2144,0,1654,39_03_BLACK_AND_TAN_FANTASY.png
AGJ.pdf,40,1,BLACK AND BLUE,0.73,,BLALKANDBLUE,BLACK AND BLUE (WHAT DID I DO TO BE SO),0,635,0,1654,40_01_BLACK_AND_BLUE.png
AGJ.pdf,40,2,BLACK BEAUTY,0.86,,BLACKBEAUTYFTER,BLACK BEAUTY (FIREWATER),603,1468,0,1654,40_02_BLACK_BEAUTY.png
AGJ.pdf,40,3,BLACK SNAKE BLUES,0.93,,ACKSNAKEBLUES,BLACK SNAKE BLUES,1436,2134,0,1654,40_03_BLACK_SNAKE_BLUES.png
AGJ.pdf,41,1,BLACK BOTTOM,0.00,yes,ES,BLACK BOTTOM,0,930,0,1654,41_01_BLACK_BOTTOM.png
AGJ.pdf,41,2,BLACK BOTTOM STOMP,1.00,,BLACKBOTTOMSTOMP,BLACK BOTTOM STOMP,904,1973,0,1654,41_02_BLACK_BOTTOM_STOMP.png
AGJ.pdf,42,1,BLACK COFFEE,0.91,,BLACK COFFEE,BLACK COFFEE,11,948,0,1654,42_01_BLACK_COFFEE.png
AGJ.pdf,42,2,BLAME IT ON MY YOUTH,0.94,,BLAMETONMYYOUTH I,BLAME IT ON MY YOUTH,916,1506,0,1654,42_02_BLAME_IT_ON_MY_YOUTH.png
AGJ.pdf,42,3,BLUE,0.00,yes,WA,BLUE (AND BROKEN HEARTED),1482,2297,0,1654,42_03_BLUE.png
AGJ.pdf,43,1,BLAME IT ON THE BLUES,0.94,,BLAME ONTHEBLUES,BLAME IT ON THE BLUES,0,1073,0,1654,43_01_BLAME_IT_ON_THE_BLUES.png
AGJ.pdf,43,2,BLOWING BUBBLES,0.72,,BLOWNGBUBBLES IMFOREVERBLOWTNGBUBBLES,BLOWING BUBBLES,1041,1142,0,1654,43_02_BLOWING_BUBBLES.png
AGJ.pdf,43,3,BLUE AGAIN,0.85,,L BLUEAGA,BLUE AGAIN,1118,1500,0,1654,43_03_BLUE_AGAIN.png
AGJ.pdf,43,4,BLUE AND SENTIMENTAL,0.97,,BLUEANDSENTMENTAL,BLUE AND SENTIMENTAL,1476,1943,0,1654,43_04_BLUE_AND_SENTIMENTAL.png
AGJ.pdf,43,5,BLUE CONCEPT,0.29,yes,DLUE ES SS,BLUE CONCEPT,1911,2275,0,1654,43_05_BLUE_CONCEPT.png
AGJ.pdf,44,1,BLUE BECAUSE OF YOU,0.12,yes,L,BLUE BECAUSE OF YOU,0,472,0,1654,44_01_BLUE_BECAUSE_OF_YOU.png
AGJ.pdf,44,2,BLUEBERRY HILL,0.88,,BLUEBERRYHLL,BLUEBERRY HILL,440,1126,0,1654,44_02_BLUEBERRY_HILL.png
AGJ.pdf,44,3,BLUE CHAMPAGNE,1.00,,BLUECHAMPAGNE,BLUE CHAMPAGNE,1102,1716,0,1654,44_03_BLUE_CHAMPAGNE.png
AGJ.pdf,44,4,BLUE INTERLUDE,0.75,,SLUEATERLUDE,BLUE INTERLUDE,1684,2265,0,1654,44_04_BLUE_INTERLUDE.png
AGJ.pdf,45,1,BLUE LOU,0.86,,BLUELUU,BLUE LOU,0,509,0,1654,45_01_BLUE_LOU.png
AGJ.pdf,45,2,BLUE MONK,0.94,,BLUEMONK,BLUE MONK,477,678,0,1654,45_02_BLUE_MONK.png
AGJ.pdf,45,3,BLUE MOON,0.88,,BLUEMODN,BLUE MOON,654,1340,0,1654,45_03_BLUE_MOON.png
AGJ.pdf,45,4,BLUE N' BOOGIE,0.86,,BLUENBOOGE,BLUE N' BOOGIE,1308,1489,0,1654,45_04_BLUE_N_BOOGIE.png
AGJ.pdf,45,5,BLUE ORCHIDS,0.53,yes,BLUEORCHDS,BLUE ORCHIDS,1465,2052,0,1654,45_05_BLUE_ORCHIDS.png
AGJ.pdf,46,1,BLUE PRELUDE,0.98,,BLUEPRELUDE L,BLUE PRELUDE,10,623,0,1654,46_01_BLUE_PRELUDE.png
AGJ.pdf,46,2,BLUE RIVER,0.85,,BLUERVER,BLUE RIVER,592,1647,0,1654,46_02_BLUE_RIVER.png
AGJ.pdf,46,3,BLUE ROOM,1.00,,BLUEROOM,BLUE ROOM,1623,2299,0,1654,46_03_BLUE_ROOM.png
AGJ.pdf,47,1,BLUESETTE,0.89,,BLUESETIE,BLUESETTE,0,1192,0,1654,47_01_BLUESETTE.png
AGJ.pdf,47,2,BLUES IN MY HEART,0.66,,LWTBLUESNMYHEART,BLUES IN MY HEART (I'M LEFT WITH THE),1164,1848,0,1654,47_02_BLUES_IN_MY_HEART.png
AGJ.pdf,47,3,BLUES IN THE AIR,0.83,,BLUESTHEAR,BLUES IN THE AIR,1823,2266,0,1654,47_03_BLUES_IN_THE_AIR.png
AGJ.pdf,48,1,BLUES IN THIRDS,0.00,yes,,BLUES IN THIRDS,0,1271,0,1654,48_01_BLUES_IN_THIRDS.png
AGJ.pdf,48,2,BLUE SKIES,0.65,,LUESKES L,BLUE SKIES,1247,1796,0,1654,48_02_BLUE_SKIES.png
AGJ.pdf,48,3,BLUES MARCH,0.98,,BLUES MARCH T,BLUES MARCH,1772,2225,0,1654,48_03_BLUES_MARCH.png
AGJ.pdf,49,1,BLUES MY NAUGHTY,0.00,yes,,BLUES MY NAUGHTY (SWEETIE GIVES TO ME),0,561,0,1654,49_01_BLUES_MY_NAUGHTY.png
AGJ.pdf,49,2,BLUE TURNING GREY OVER YOU,0.95,,L BLUETURNNGGREYOVERYOU,BLUE TURNING GREY OVER YOU,531,1151,0,1654,49_02_BLUE_TURNING_GREY_OVER_YOU.png
AGJ.pdf,49,3,BLUIN' THE BLUES,0.92,,LBLUNTHEBLUES,BLUIN' THE BLUES,1119,2238,0,1654,49_03_BLUIN_THE_BLUES.png
AGJ.pdf,50,1,BODY AND SOUL,0.00,yes,BLUESOLOGY,BODY AND SOUL,0,650,0,1654,50_01_BODY_AND_SOUL.png
AGJ.pdf,50,2,BOF BOF,0.00,yes,,BOF BOF,624,701,0,1654,50_02_BOF_BOF.png
AGJ.pdf,50,3,BOHEMIA AFTER DARK,0.90,,BOWEMAAFTERDARK,BOHEMIA AFTER DARK,677,1362,0,1654,50_03_BOHEMIA_AFTER_DARK.png
AGJ.pdf,50,4,BOPLICITY,0.00,yes,M,BOPLICITY,1338,2264,0,1654,50_04_BOPLICITY.png
AGJ.pdf,51,1,BORN TO BE BLUE,0.65,,BORNIUDEDLUE T,BORN TO BE BLUE,0,516,0,1654,51_01_BORN_TO_BE_BLUE.png
AGJ.pdf,51,2,BOULEVARD OF BROKEN DREAMS,0.88,,BOULEVARDOFBROKENDREAMS,BOULEVARD OF BROKEN DREAMS (GIGOLO & GIGOLETTE),492,1150,0,1654,51_02_BOULEVARD_OF_BROKEN_DREAMS.png
AGJ.pdf,51,3,BOUNCING WITH BUD,0.97,,BOUNCNGWITHBUD,BOUNCING WITH BUD,1126,2013,0,1654,51_03_BOUNCING_WITH_BUD.png
AGJ.pdf,52,1,BOY,0.61,,BDY HEXTDDOOR,"BOY (THE GIRL) NEXT DOOR, THE",0,588,0,1654,52_01_BOY.png
AGJ.pdf,52,2,"BREEZE AND I, THE",0.91,,BREEZEAND,"BREEZE AND I, THE",559,1214,0,1654,52_02_BREEZE_AND_I_THE.png
AGJ.pdf,52,3,BREEZIN' ALONG WITH THE BREEZE,0.92,,BREEZNALONGWTHTWEBREEZE,BREEZIN' ALONG WITH THE BREEZE,1189,1939,0,1654,52_03_BREEZIN_ALONG_WITH_THE_BREEZE.png
AGJ.pdf,52,4,BROADWAY,0.88,,BKOADWAT,BROADWAY,1915,2288,0,1654,52_04_BROADWAY.png
AGJ.pdf,53,1,BROTHER CAN YOU SPARE A DIME,0.87,,F BROTHERCAMWOUSPAREADME,BROTHER CAN YOU SPARE A DIME,0,602,0,1654,53_01_BROTHER_CAN_YOU_SPARE_A_DIME.png
AGJ.pdf,53,2,BROWN SUGAR,0.00,yes,GAR,BROWN SUGAR,578,1755,0,1654,53_02_BROWN_SUGAR.png
AGJ.pdf,53,3,BUCKET'S GOT A HOLE IN IT,0.70,,E AOE OTAH,BUCKET'S GOT A HOLE IN IT,1723,1855,0,1654,53_03_BUCKET_S_GOT_A_HOLE_IN_IT.png
